gpa,english_proficiency,extracurriculars,applied_university_id,applied_major_category,admission_decision
3.44,9,3,15,សេដ្ឋកិច្ច,1
3.12,2,5,41,កសិកម្ម,1
3.97,2,2,11,សេដ្ឋកិច្ច,1
3.12,2,0,2,បច្ចេកវិទ្យា,1
3.23,6,1,21,រដ្ឋបាល,1
3.57,8,0,1,ទេសចរណ៍,1
3.03,6,4,23,សេដ្ឋកិច្ច,1
2.93,1,5,24,ទំនាក់ទំនងអន្តរជាតិ,1
3.44,6,2,47,អប់រំ,1
3.0,6,2,42,វិស្វកម្ម,1
3.47,6,4,45,ជលផល,1
2.9,6,5,40,សារព័ត៌មាន,1
3.31,7,4,31,វេជ្ជសាស្ត្រ,1
2.93,10,1,19,វេជ្ជសាស្ត្រ,0
2.44,5,1,18,ច្បាប់,1
2.93,6,1,40,ទំនាក់ទំនងអន្តរជាតិ,1
3.81,7,5,22,រដ្ឋបាល,1
4.0,10,3,47,សិល្បៈ,1
3.04,6,4,10,សុខភាព,1
3.58,4,2,35,អប់រំ,1
3.53,2,3,9,បុរាណវិទ្យា,1
3.16,2,5,26,បច្ចេកវិទ្យា,1
2.57,4,4,23,ទំនាក់ទំនងអន្តរជាតិ,1
3.59,8,2,36,ភាសា,1
3.37,5,2,18,ទំនាក់ទំនងអន្តរជាតិ,1
3.19,6,0,17,ច្បាប់,1
3.25,5,4,4,ព្រៃឈើ,1
3.24,6,5,44,បរិស្ថាន,1
2.88,3,0,25,វិស្វកម្ម,1
2.73,10,5,42,សេដ្ឋកិច្ច,1
3.34,7,1,38,រដ្ឋបាល,1
3.62,2,4,4,ច្បាប់,1
2.87,2,0,19,វេជ្ជសាស្ត្រ,1
3.78,7,4,44,បុរាណវិទ្យា,1
3.85,7,0,28,សារព័ត៌មាន,0
3.46,10,3,45,សេដ្ឋកិច្ច,1
3.56,3,1,28,បច្ចេកវិទ្យា,0
2.75,7,2,5,ជលផល,1
3.27,6,2,36,បុរាណវិទ្យា,0
3.68,7,4,3,សិល្បៈ,1
2.67,9,3,22,វិស្វកម្ម,1
3.25,1,0,30,ធុរកិច្ច,1
3.49,10,0,13,អប់រំ,1
3.03,10,0,35,ភាសា,1
2.79,9,3,8,ធុរកិច្ច,1
2.52,4,1,6,ធុរកិច្ច,1
3.59,9,2,19,សារព័ត៌មាន,1
3.04,10,2,26,សុខភាព,1
3.1,3,3,20,ទំនាក់ទំនងអន្តរជាតិ,1
3.2,8,3,17,ជលផល,1
3.19,2,0,17,បរិស្ថាន,1
3.33,6,2,22,បច្ចេកវិទ្យា,1
2.6,3,1,4,កសិកម្ម,0
2.54,5,3,20,រដ្ឋបាល,1
3.16,4,0,47,រដ្ឋបាល,0
3.8,6,2,46,បរិស្ថាន,1
2.51,7,2,1,បច្ចេកវិទ្យា,0
3.06,4,5,19,បរិស្ថាន,1
3.12,8,0,9,ព្រៃឈើ,0
3.55,5,4,3,វេជ្ជសាស្ត្រ,1
2.89,8,1,23,បុរាណវិទ្យា,0
3.33,1,2,20,វេជ្ជសាស្ត្រ,1
3.14,5,4,39,ជលផល,1
2.83,8,4,31,សិល្បៈ,1
3.45,3,2,29,បច្ចេកវិទ្យា,1
2.54,3,5,7,បរិស្ថាន,1
3.13,4,0,28,ស្ថាបត្យកម្ម,0
3.2,9,2,8,សិល្បៈ,1
2.98,6,2,33,កសិកម្ម,1
4.0,10,2,15,បច្ចេកវិទ្យា,1
3.1,9,4,33,ទំនាក់ទំនងអន្តរជាតិ,1
3.06,4,4,5,ច្បាប់,1
2.87,7,4,34,សារព័ត៌មាន,1
3.56,10,4,4,បរិស្ថាន,1
3.61,10,1,7,អប់រំ,1
2.84,5,0,6,វិទ្យាសាស្ត្រ,1
2.9,1,2,41,សិល្បៈ,1
3.35,10,1,47,ធុរកិច្ច,1
3.18,1,5,43,រដ្ឋបាល,1
2.15,4,3,14,បច្ចេកវិទ្យា,1
2.72,1,3,5,បច្ចេកវិទ្យា,1
3.43,9,2,47,វេជ្ជសាស្ត្រ,1
2.97,7,2,41,ភាសា,1
2.99,6,1,12,វិស្វកម្ម,1
3.35,4,0,26,ស្ថាបត្យកម្ម,1
2.74,6,4,24,សារព័ត៌មាន,1
3.53,6,3,3,ស្ថាបត្យកម្ម,1
2.97,8,4,24,ធុរកិច្ច,1
3.07,10,1,15,រដ្ឋបាល,0
3.04,8,3,31,បុរាណវិទ្យា,1
2.85,8,1,9,វិទ្យាសាស្ត្រ,1
3.85,9,5,3,វិស្វកម្ម,1
2.78,1,1,22,វិទ្យាសាស្ត្រ,0
2.55,1,2,14,បរិស្ថាន,0
3.65,7,4,42,ទេសចរណ៍,1
3.45,9,1,18,រដ្ឋបាល,1
2.64,4,4,39,វិស្វកម្ម,1
3.06,3,5,2,បុរាណវិទ្យា,1
3.06,1,2,45,បច្ចេកវិទ្យា,1
3.28,9,0,17,អប់រំ,1
4.0,10,2,25,ស្ថាបត្យកម្ម,1
3.44,10,3,3,សេដ្ឋកិច្ច,1
2.9,7,1,19,ព្រៃឈើ,1
2.96,7,5,16,ធុរកិច្ច,0
3.07,7,0,45,សារព័ត៌មាន,1
3.1,9,1,44,វិស្វកម្ម,1
3.81,5,4,43,សិល្បៈ,1
2.85,5,5,13,ធុរកិច្ច,1
3.0,7,5,39,វេជ្ជសាស្ត្រ,1
2.89,5,2,43,បច្ចេកវិទ្យា,1
3.43,4,5,29,ស្ថាបត្យកម្ម,1
3.9,6,0,2,បរិស្ថាន,1
2.79,4,1,23,រដ្ឋបាល,1
2.42,5,4,5,ធុរកិច្ច,0
3.26,10,5,19,ភាសា,1
3.34,8,1,20,រដ្ឋបាល,1
4.0,2,0,8,សារព័ត៌មាន,1
3.66,8,2,22,បុរាណវិទ្យា,1
3.34,6,2,32,បច្ចេកវិទ្យា,1
3.94,1,5,29,ធុរកិច្ច,1
3.23,4,1,41,ទំនាក់ទំនងអន្តរជាតិ,1
3.48,8,2,44,ទេសចរណ៍,1
2.39,2,4,13,ព្រៃឈើ,1
3.79,2,5,18,បច្ចេកវិទ្យា,1
2.46,10,2,27,បច្ចេកវិទ្យា,0
2.95,1,1,7,អប់រំ,1
3.54,9,5,3,រដ្ឋបាល,1
3.3,4,0,38,វិស្វកម្ម,1
3.57,9,1,15,អប់រំ,1
2.92,10,1,45,ព្រៃឈើ,0
2.73,2,4,6,កសិកម្ម,1
3.4,6,0,17,ទេសចរណ៍,1
3.05,3,4,29,ទេសចរណ៍,1
3.58,6,5,31,ភាសា,1
2.98,2,3,46,សារព័ត៌មាន,1
2.45,2,4,41,រដ្ឋបាល,1
2.7,1,0,4,បច្ចេកវិទ្យា,1
3.14,1,4,14,ភាសា,1
3.7,1,2,4,ធុរកិច្ច,1
3.3,6,0,18,បុរាណវិទ្យា,0
4.0,7,2,18,កសិកម្ម,1
3.15,5,5,22,សារព័ត៌មាន,1
2.77,10,5,42,ច្បាប់,1
2.72,3,3,19,បច្ចេកវិទ្យា,0
3.24,6,4,48,បុរាណវិទ្យា,1
3.43,5,1,16,វេជ្ជសាស្ត្រ,1
2.96,5,2,4,ស្ថាបត្យកម្ម,1
3.01,5,1,5,ទេសចរណ៍,0
2.47,10,5,23,ភាសា,1
3.31,8,2,4,រដ្ឋបាល,0
3.02,10,3,19,វិស្វកម្ម,1
3.23,5,0,17,បរិស្ថាន,1
2.5,4,0,43,សារព័ត៌មាន,1
4.0,7,5,25,ជលផល,1
2.75,2,4,33,ស្ថាបត្យកម្ម,1
3.3,8,4,24,ជលផល,1
3.32,7,5,27,វិទ្យាសាស្ត្រ,1
2.81,4,1,25,បរិស្ថាន,0
2.64,6,2,2,វេជ្ជសាស្ត្រ,1
3.39,5,2,37,ច្បាប់,1
3.47,2,1,30,អប់រំ,1
3.38,10,0,41,បរិស្ថាន,1
2.84,9,4,25,សេដ្ឋកិច្ច,1
2.83,2,4,39,ព្រៃឈើ,1
2.96,10,4,48,បរិស្ថាន,1
3.13,9,4,7,ធុរកិច្ច,1
2.69,3,0,41,កសិកម្ម,1
3.38,7,2,33,វិទ្យាសាស្ត្រ,1
3.17,5,4,35,បុរាណវិទ្យា,1
3.44,10,0,30,សុខភាព,1
2.78,4,1,46,ភាសា,1
2.89,10,0,2,បរិស្ថាន,1
3.57,2,3,27,សិល្បៈ,1
3.03,4,4,14,ភាសា,1
3.56,3,1,29,រដ្ឋបាល,1
3.49,7,3,38,សេដ្ឋកិច្ច,1
2.37,3,2,35,វិស្វកម្ម,1
3.68,2,4,44,ព្រៃឈើ,1
3.14,9,4,28,កសិកម្ម,1
3.05,4,5,25,ទំនាក់ទំនងអន្តរជាតិ,1
3.0,9,3,2,វេជ្ជសាស្ត្រ,0
3.5,8,0,10,បច្ចេកវិទ្យា,1
3.43,7,3,22,ជលផល,1
3.46,5,0,44,ច្បាប់,1
3.3,4,5,39,រដ្ឋបាល,1
2.67,7,5,4,វិស្វកម្ម,1
2.96,3,3,24,ភាសា,1
2.82,10,0,40,បច្ចេកវិទ្យា,1
2.48,3,3,46,សិល្បៈ,1
3.7,5,3,5,សារព័ត៌មាន,1
3.39,9,2,4,បុរាណវិទ្យា,1
3.38,5,5,10,សេដ្ឋកិច្ច,1
3.2,6,1,34,កសិកម្ម,1
3.4,6,0,38,សិល្បៈ,1
3.66,9,0,12,បរិស្ថាន,1
3.15,5,3,4,ភាសា,1
2.59,2,5,6,ធុរកិច្ច,1
2.92,7,3,11,បច្ចេកវិទ្យា,0
3.17,1,1,46,កសិកម្ម,1
3.79,8,5,38,ធុរកិច្ច,1
3.54,8,5,34,ធុរកិច្ច,1
3.4,9,3,23,ទេសចរណ៍,1
2.62,9,5,46,សារព័ត៌មាន,1
2.2,4,1,1,បច្ចេកវិទ្យា,1
2.86,9,1,39,បច្ចេកវិទ្យា,1
3.3,6,4,22,បុរាណវិទ្យា,1
3.35,7,0,21,ធុរកិច្ច,1
3.45,4,4,25,សារព័ត៌មាន,1
2.4,5,0,6,ធុរកិច្ច,0
3.12,5,1,47,វេជ្ជសាស្ត្រ,1
3.08,7,4,38,បច្ចេកវិទ្យា,1
3.35,7,4,41,ស្ថាបត្យកម្ម,1
3.08,1,3,20,វិស្វកម្ម,1
3.11,5,1,32,កសិកម្ម,1
3.5,4,3,19,សិល្បៈ,1
3.36,5,2,29,សិល្បៈ,1
3.4,3,4,17,ព្រៃឈើ,1
3.17,2,1,44,ច្បាប់,1
2.73,7,5,25,សុខភាព,1
2.25,5,1,14,អប់រំ,0
3.06,5,2,28,បុរាណវិទ្យា,0
3.6,8,0,31,ច្បាប់,1
2.36,4,1,27,វិទ្យាសាស្ត្រ,1
3.42,1,2,4,ច្បាប់,1
3.18,7,2,5,សុខភាព,1
2.37,4,3,35,រដ្ឋបាល,1
3.15,7,0,44,ជលផល,1
3.08,3,4,41,ទេសចរណ៍,1
3.71,9,4,17,អប់រំ,1
3.48,9,0,12,ធុរកិច្ច,1
2.75,2,5,18,បច្ចេកវិទ្យា,1
3.68,3,1,22,ទំនាក់ទំនងអន្តរជាតិ,1
2.15,8,1,9,បរិស្ថាន,1
2.9,8,1,38,រដ្ឋបាល,1
3.37,3,3,12,បរិស្ថាន,1
3.82,8,2,23,សេដ្ឋកិច្ច,1
3.75,1,4,24,វិទ្យាសាស្ត្រ,1
3.29,3,2,6,សេដ្ឋកិច្ច,1
3.04,5,3,5,វិស្វកម្ម,1
3.78,6,3,16,សេដ្ឋកិច្ច,1
3.04,10,5,2,អប់រំ,1
3.3,5,5,11,វេជ្ជសាស្ត្រ,1
2.76,9,4,30,សុខភាព,1
2.64,3,3,19,កសិកម្ម,1
3.31,10,4,41,វិទ្យាសាស្ត្រ,1
2.2,9,1,12,អប់រំ,1
3.28,6,5,46,ទេសចរណ៍,1
4.0,10,2,35,ជលផល,1
3.1,6,5,5,វិស្វកម្ម,1
2.92,6,3,35,ធុរកិច្ច,1
2.95,4,2,26,បុរាណវិទ្យា,0
2.99,4,3,3,ធុរកិច្ច,1
3.01,8,0,22,វេជ្ជសាស្ត្រ,1
3.63,1,4,34,បច្ចេកវិទ្យា,1
2.93,6,4,42,សិល្បៈ,1
3.01,5,1,11,ច្បាប់,1
3.17,2,5,40,សារព័ត៌មាន,1
4.0,8,0,25,សិល្បៈ,1
3.04,4,4,39,ភាសា,1
2.68,2,5,14,សារព័ត៌មាន,1
3.56,1,5,48,បរិស្ថាន,1
3.09,4,4,6,បច្ចេកវិទ្យា,1
3.31,6,0,45,សិល្បៈ,1
3.09,5,1,33,វិស្វកម្ម,1
2.89,6,0,43,សុខភាព,1
3.01,4,4,15,បរិស្ថាន,1
3.34,8,5,29,ច្បាប់,1
2.84,10,5,44,ច្បាប់,1
2.82,5,2,33,ស្ថាបត្យកម្ម,0
3.87,2,4,15,បរិស្ថាន,1
2.74,9,0,47,ច្បាប់,1
2.8,5,4,22,សុខភាព,0
3.57,8,0,18,អប់រំ,0
3.81,9,5,22,សុខភាព,1
3.0,5,4,38,បរិស្ថាន,1
2.62,5,1,41,កសិកម្ម,0
2.84,9,0,33,វេជ្ជសាស្ត្រ,1
3.5,5,4,2,សារព័ត៌មាន,1
2.81,10,2,30,សារព័ត៌មាន,1
3.39,7,1,33,បុរាណវិទ្យា,1
3.82,10,0,34,សារព័ត៌មាន,1
2.96,9,0,40,ធុរកិច្ច,1
2.76,3,4,11,ច្បាប់,1
3.4,4,4,30,វេជ្ជសាស្ត្រ,1
3.95,10,4,40,កសិកម្ម,1
3.1,2,5,31,ទំនាក់ទំនងអន្តរជាតិ,1
2.76,4,5,40,ច្បាប់,1
3.15,2,2,45,សារព័ត៌មាន,1
3.29,8,2,6,ជលផល,1
3.57,10,3,12,ភាសា,1
3.41,1,2,15,កសិកម្ម,1
3.67,2,1,14,ធុរកិច្ច,1
3.02,8,5,23,ទំនាក់ទំនងអន្តរជាតិ,1
2.99,1,2,5,ទំនាក់ទំនងអន្តរជាតិ,1
3.41,4,4,8,ទំនាក់ទំនងអន្តរជាតិ,1
3.16,8,4,26,វិស្វកម្ម,1
3.18,1,2,33,ភាសា,1
2.77,7,3,35,ស្ថាបត្យកម្ម,1
2.82,5,4,3,សុខភាព,0
3.18,6,2,14,វិស្វកម្ម,1
2.36,4,5,47,សុខភាព,0
3.79,8,4,38,សារព័ត៌មាន,1
3.7,9,1,7,ភាសា,1
3.31,10,5,14,ទំនាក់ទំនងអន្តរជាតិ,1
2.63,9,0,1,សិល្បៈ,1
2.69,6,3,21,ភាសា,1
3.56,5,2,20,ជលផល,1
3.26,1,2,34,ធុរកិច្ច,1
4.0,10,4,40,សិល្បៈ,1
3.66,3,5,14,សារព័ត៌មាន,1
2.62,1,3,39,ទំនាក់ទំនងអន្តរជាតិ,1
4.0,10,2,13,ធុរកិច្ច,1
2.87,9,3,28,សារព័ត៌មាន,0
2.86,6,5,42,កសិកម្ម,1
2.96,5,4,2,វេជ្ជសាស្ត្រ,1
2.39,10,1,22,ជលផល,1
3.28,7,0,16,ភាសា,1
3.23,7,1,36,បុរាណវិទ្យា,0
3.07,2,3,15,សិល្បៈ,0
2.88,4,3,48,អប់រំ,1
3.1,4,1,44,ទំនាក់ទំនងអន្តរជាតិ,1
3.29,5,2,47,ជលផល,1
2.86,8,3,33,សិល្បៈ,1
3.43,6,2,41,កសិកម្ម,1
3.16,3,3,40,ភាសា,1
3.0,3,0,15,សិល្បៈ,1
2.93,3,2,17,ច្បាប់,0
3.89,7,5,21,សុខភាព,1
3.26,5,2,36,ជលផល,0
2.76,1,0,2,សេដ្ឋកិច្ច,1
2.87,6,0,29,ជលផល,1
2.92,10,5,2,ព្រៃឈើ,1
3.01,7,4,1,ទំនាក់ទំនងអន្តរជាតិ,1
2.84,4,1,41,វិទ្យាសាស្ត្រ,1
3.36,5,5,30,ស្ថាបត្យកម្ម,1
2.92,1,5,43,សិល្បៈ,1
3.26,5,3,36,រដ្ឋបាល,0
3.8,9,5,44,ទំនាក់ទំនងអន្តរជាតិ,1
3.09,7,1,46,កសិកម្ម,1
3.2,10,5,28,ជលផល,1
2.69,5,1,18,សារព័ត៌មាន,1
3.39,5,5,42,ទេសចរណ៍,1
2.0,10,0,48,បច្ចេកវិទ្យា,0
3.46,8,5,46,ព្រៃឈើ,1
3.22,1,0,7,បុរាណវិទ្យា,1
3.69,2,1,19,ជលផល,1
3.88,4,3,21,វេជ្ជសាស្ត្រ,1
3.69,8,3,17,សុខភាព,1
3.54,8,2,7,ស្ថាបត្យកម្ម,1
2.69,9,2,27,សេដ្ឋកិច្ច,1
2.71,1,1,20,ភាសា,1
2.66,9,2,42,បុរាណវិទ្យា,1
3.42,9,2,4,ព្រៃឈើ,1
3.26,3,3,28,សិល្បៈ,0
2.91,1,2,26,វេជ្ជសាស្ត្រ,1
2.91,8,2,20,ច្បាប់,1
2.86,5,3,9,សុខភាព,1
2.93,6,2,28,អប់រំ,0
3.52,1,0,15,រដ្ឋបាល,1
3.24,6,5,26,ព្រៃឈើ,1
3.44,5,1,48,កសិកម្ម,1
3.51,6,3,4,ធុរកិច្ច,1
2.91,8,3,8,សុខភាព,1
3.61,2,2,45,វិទ្យាសាស្ត្រ,1
3.81,1,0,12,ទេសចរណ៍,1
2.99,10,3,8,ភាសា,1
3.1,3,4,38,ព្រៃឈើ,1
2.67,7,3,31,រដ្ឋបាល,0
2.84,9,0,19,សិល្បៈ,1
2.7,3,5,4,វេជ្ជសាស្ត្រ,1
3.44,4,5,20,សុខភាព,1
3.51,6,0,11,អប់រំ,1
3.41,2,2,18,អប់រំ,0
2.95,5,0,44,ជលផល,1
3.08,8,4,7,សារព័ត៌មាន,1
2.8,3,2,13,ភាសា,1
3.64,10,4,22,សុខភាព,1
3.52,7,0,16,សេដ្ឋកិច្ច,1
2.76,5,3,40,ព្រៃឈើ,1
3.07,1,3,43,ស្ថាបត្យកម្ម,1
3.66,4,4,38,សារព័ត៌មាន,1
3.17,5,3,2,ជលផល,1
3.34,1,5,8,ទេសចរណ៍,1
3.6,7,2,2,ធុរកិច្ច,1
3.72,4,3,37,ស្ថាបត្យកម្ម,1
2.99,6,1,30,វិស្វកម្ម,1
2.9,6,0,34,ព្រៃឈើ,1
3.6,6,0,43,អប់រំ,0
3.79,6,1,3,ភាសា,1
2.86,1,3,11,ធុរកិច្ច,1
2.76,9,2,43,ភាសា,0
3.23,2,0,28,ព្រៃឈើ,0
2.88,9,3,3,វេជ្ជសាស្ត្រ,1
3.55,5,0,37,ព្រៃឈើ,0
3.0,10,5,17,ភាសា,1
3.04,3,1,45,រដ្ឋបាល,1
3.41,6,2,43,ជលផល,1
2.89,4,4,6,ព្រៃឈើ,1
3.24,1,3,48,អប់រំ,1
2.85,1,3,28,ច្បាប់,0
3.4,3,5,9,សុខភាព,1
2.74,8,2,15,ជលផល,1
2.54,7,2,33,ជលផល,1
2.89,5,4,9,បុរាណវិទ្យា,1
3.29,3,5,40,កសិកម្ម,1
2.85,8,2,15,វិស្វកម្ម,1
2.82,2,3,24,ទេសចរណ៍,1
2.92,4,4,44,សុខភាព,1
3.11,9,5,14,វិទ្យាសាស្ត្រ,1
3.12,5,5,46,វិស្វកម្ម,1
3.41,4,3,32,ច្បាប់,1
3.06,3,0,14,វិទ្យាសាស្ត្រ,1
3.37,2,2,43,ស្ថាបត្យកម្ម,1
3.33,2,2,35,វេជ្ជសាស្ត្រ,1
3.5,6,2,24,សារព័ត៌មាន,1
3.19,8,3,3,វេជ្ជសាស្ត្រ,1
3.65,4,5,24,ច្បាប់,1
3.65,7,5,18,សិល្បៈ,1
3.35,6,5,36,អប់រំ,0
3.3,8,2,32,វិទ្យាសាស្ត្រ,1
3.53,2,0,10,ស្ថាបត្យកម្ម,1
2.7,7,4,35,រដ្ឋបាល,1
3.33,4,0,16,ស្ថាបត្យកម្ម,1
3.29,2,2,12,ជលផល,1
3.96,10,1,12,វេជ្ជសាស្ត្រ,1
2.31,4,4,34,វេជ្ជសាស្ត្រ,1
3.14,7,4,44,វិទ្យាសាស្ត្រ,1
3.13,2,2,42,រដ្ឋបាល,1
4.0,2,5,26,អប់រំ,1
3.35,1,2,40,រដ្ឋបាល,1
3.79,7,4,34,ធុរកិច្ច,1
3.24,6,0,14,ទេសចរណ៍,0
3.19,8,5,9,ភាសា,1
3.27,2,2,6,ទំនាក់ទំនងអន្តរជាតិ,1
3.7,5,4,5,ស្ថាបត្យកម្ម,1
2.91,8,2,38,សិល្បៈ,1
3.35,1,3,15,សុខភាព,0
2.58,7,2,48,ធុរកិច្ច,0
3.18,3,1,40,សុខភាព,1
3.07,5,5,19,វេជ្ជសាស្ត្រ,1
3.24,2,1,13,រដ្ឋបាល,1
3.85,5,2,7,ច្បាប់,1
2.91,1,0,48,ស្ថាបត្យកម្ម,1
3.08,3,0,14,ច្បាប់,1
3.32,8,3,44,រដ្ឋបាល,1
2.49,7,4,15,ធុរកិច្ច,1
3.39,8,1,17,វិស្វកម្ម,1
3.49,9,2,38,វេជ្ជសាស្ត្រ,1
3.46,4,0,5,ច្បាប់,1
2.65,3,3,43,វេជ្ជសាស្ត្រ,0
2.62,10,0,43,ទំនាក់ទំនងអន្តរជាតិ,1
3.36,4,2,48,វេជ្ជសាស្ត្រ,1
2.61,5,0,46,ភាសា,1
3.53,1,3,12,ភាសា,1
2.8,9,3,40,ធុរកិច្ច,1
2.69,9,1,35,កសិកម្ម,1
2.93,5,1,26,កសិកម្ម,0
3.42,3,3,38,ច្បាប់,1
3.35,9,0,35,សារព័ត៌មាន,1
3.58,9,3,26,បច្ចេកវិទ្យា,1
3.77,2,5,43,ទេសចរណ៍,1
2.79,6,5,20,ភាសា,1
2.77,8,4,17,ទំនាក់ទំនងអន្តរជាតិ,1
2.95,1,2,41,ស្ថាបត្យកម្ម,1
3.77,7,3,14,ស្ថាបត្យកម្ម,1
3.18,3,5,15,បុរាណវិទ្យា,1
2.86,4,3,6,បរិស្ថាន,1
3.26,1,4,26,ធុរកិច្ច,1
3.15,3,1,46,កសិកម្ម,1
3.92,2,3,36,សិល្បៈ,0
2.73,9,0,11,សិល្បៈ,1
3.48,2,4,37,សារព័ត៌មាន,1
3.37,7,4,7,ព្រៃឈើ,1
2.96,6,0,26,ទេសចរណ៍,1
2.43,2,3,23,ជលផល,1
3.46,3,1,7,ទំនាក់ទំនងអន្តរជាតិ,1
2.42,3,0,1,ទំនាក់ទំនងអន្តរជាតិ,1
2.9,10,5,17,សិល្បៈ,1
3.39,4,2,32,សេដ្ឋកិច្ច,1
3.29,10,2,25,សេដ្ឋកិច្ច,1
2.75,10,4,36,វេជ្ជសាស្ត្រ,0
3.62,7,0,42,សុខភាព,1
3.28,4,3,43,រដ្ឋបាល,1
3.45,8,0,46,បុរាណវិទ្យា,0
3.23,5,4,46,សារព័ត៌មាន,1
2.43,4,1,37,ជលផល,1
3.54,8,5,4,ទំនាក់ទំនងអន្តរជាតិ,1
3.28,1,2,14,ទេសចរណ៍,1
2.83,6,5,7,បុរាណវិទ្យា,1
3.01,4,4,31,ច្បាប់,1
3.73,3,3,30,វិស្វកម្ម,1
3.58,8,0,15,អប់រំ,0
3.17,5,5,41,អប់រំ,1
3.04,3,3,35,រដ្ឋបាល,1
3.47,4,5,16,វិស្វកម្ម,1
2.94,7,0,16,ជលផល,1
2.53,7,1,33,សារព័ត៌មាន,0
3.08,4,2,35,បច្ចេកវិទ្យា,1
3.32,10,4,10,ទំនាក់ទំនងអន្តរជាតិ,1
2.58,6,1,35,កសិកម្ម,1
2.66,10,2,24,ទេសចរណ៍,1
3.25,6,0,43,កសិកម្ម,0
3.13,1,1,1,ភាសា,0
3.8,6,2,15,ទំនាក់ទំនងអន្តរជាតិ,1
3.74,1,4,3,វេជ្ជសាស្ត្រ,1
3.42,10,4,6,ធុរកិច្ច,1
3.29,1,5,46,ជលផល,1
3.45,2,0,4,បរិស្ថាន,1
3.54,3,4,20,បុរាណវិទ្យា,1
2.91,6,0,15,បុរាណវិទ្យា,0
2.92,1,5,45,វិស្វកម្ម,1
3.26,8,4,5,សេដ្ឋកិច្ច,1
3.03,6,2,26,ច្បាប់,1
2.38,9,4,11,សុខភាព,0
3.26,3,3,35,សារព័ត៌មាន,1
2.98,6,2,14,ភាសា,1
3.47,4,3,5,វេជ្ជសាស្ត្រ,1
3.56,5,0,18,ស្ថាបត្យកម្ម,1
3.35,3,0,28,សុខភាព,0
3.1,7,3,38,បច្ចេកវិទ្យា,1
3.06,2,3,38,រដ្ឋបាល,0
4.0,10,4,10,សារព័ត៌មាន,1
3.12,9,1,17,ធុរកិច្ច,1
2.8,2,5,27,បុរាណវិទ្យា,1
3.69,10,4,35,ធុរកិច្ច,1
3.25,3,1,23,ជលផល,0
2.7,4,4,13,បុរាណវិទ្យា,1
2.78,10,4,27,ព្រៃឈើ,1
2.85,1,3,3,វិទ្យាសាស្ត្រ,1
3.52,6,5,27,វិទ្យាសាស្ត្រ,1
2.87,8,4,33,បច្ចេកវិទ្យា,1
2.85,8,0,11,រដ្ឋបាល,0
2.94,7,3,7,ភាសា,1
3.24,1,3,11,បុរាណវិទ្យា,1
2.16,1,3,16,សារព័ត៌មាន,1
4.0,10,5,21,បុរាណវិទ្យា,1
3.8,4,0,21,សិល្បៈ,1
3.81,2,4,1,ជលផល,1
2.59,8,4,28,អប់រំ,0
3.31,2,5,2,វិស្វកម្ម,1
2.74,5,5,32,ទំនាក់ទំនងអន្តរជាតិ,1
3.17,9,2,5,ជលផល,1
2.65,1,0,4,ច្បាប់,0
3.61,3,1,43,ធុរកិច្ច,1
3.14,9,5,43,សេដ្ឋកិច្ច,1
3.46,9,5,21,ទេសចរណ៍,1
3.21,4,0,9,ទំនាក់ទំនងអន្តរជាតិ,0
3.05,9,2,20,អប់រំ,0
3.32,10,3,1,ទំនាក់ទំនងអន្តរជាតិ,1
3.66,10,2,17,វិទ្យាសាស្ត្រ,1
3.2,10,5,38,រដ្ឋបាល,1
2.64,4,5,31,ទំនាក់ទំនងអន្តរជាតិ,1
2.87,1,2,20,ព្រៃឈើ,1
3.22,7,2,10,ទំនាក់ទំនងអន្តរជាតិ,1
2.5,10,5,20,ច្បាប់,1
3.88,4,4,9,បច្ចេកវិទ្យា,1
3.46,5,4,14,ធុរកិច្ច,1
3.09,2,0,2,ព្រៃឈើ,1
2.64,2,0,7,សុខភាព,1
3.07,7,4,36,អប់រំ,0
3.19,4,0,45,វេជ្ជសាស្ត្រ,0
2.85,10,5,28,ព្រៃឈើ,0
2.39,4,1,45,សារព័ត៌មាន,1
2.7,9,5,14,សុខភាព,0
3.38,10,4,46,សុខភាព,1
3.78,3,1,4,បច្ចេកវិទ្យា,1
3.41,10,5,42,ទំនាក់ទំនងអន្តរជាតិ,1
3.1,2,0,10,សិល្បៈ,0
2.77,6,0,8,សេដ្ឋកិច្ច,0
2.97,5,1,28,ទេសចរណ៍,0
2.4,4,1,19,កសិកម្ម,0
3.41,6,3,39,បុរាណវិទ្យា,1
2.98,2,4,1,រដ្ឋបាល,1
3.31,6,1,40,រដ្ឋបាល,1
3.28,1,1,6,វិស្វកម្ម,1
2.35,3,1,31,សុខភាព,1
3.19,1,3,39,បុរាណវិទ្យា,1
3.47,1,5,39,ធុរកិច្ច,1
2.96,1,4,37,វេជ្ជសាស្ត្រ,1
3.45,5,2,28,ស្ថាបត្យកម្ម,0
3.29,5,0,12,ធុរកិច្ច,1
3.26,5,5,39,អប់រំ,1
2.68,1,3,47,វិទ្យាសាស្ត្រ,0
3.04,1,4,32,បរិស្ថាន,1
3.38,3,1,14,ធុរកិច្ច,1
3.45,3,0,12,ស្ថាបត្យកម្ម,1
3.07,3,5,13,វេជ្ជសាស្ត្រ,1
2.63,6,0,10,ទេសចរណ៍,0
3.34,1,0,10,ជលផល,1
2.7,4,1,9,បុរាណវិទ្យា,1
3.71,6,2,19,អប់រំ,1
